城市,日期,平均AQI,峰值AQI,污染等级,预警颜色,预警提示
淮北,2026-03-29,58.2,58.2,良,黄色,无预警
淮北,2026-03-30,58.2,58.2,良,黄色,无预警
淮北,2026-03-31,58.2,58.2,良,黄色,无预警
淮南,2026-03-25,59.3,59.4,良,黄色,无预警
淮南,2026-03-26,59.3,59.4,良,黄色,无预警
淮南,2026-03-27,59.3,59.4,良,黄色,无预警
淮南,2026-03-28,59.3,59.4,良,黄色,无预警
淮南,2026-03-29,59.3,59.4,良,黄色,无预警
淮南,2026-03-30,59.3,59.4,良,黄色,无预警
淮南,2026-03-31,59.3,59.4,良,黄色,无预警
淮安,2026-03-25,58.2,58.2,良,黄色,无预警
淮安,2026-03-26,58.2,58.2,良,黄色,无预警
淮安,2026-03-27,58.2,58.2,良,黄色,无预警
淮安,2026-03-28,58.2,58.2,良,黄色,无预警
淮安,2026-03-29,58.2,58.2,良,黄色,无预警
淮安,2026-03-30,58.2,58.2,良,黄色,无预警
淮安,2026-03-31,58.2,58.2,良,黄色,无预警
深圳,2026-03-25,67.1,67.7,良,黄色,无预警
深圳,2026-03-26,67.1,67.2,良,黄色,无预警
深圳,2026-03-27,67.1,67.2,良,黄色,无预警
深圳,2026-03-28,67.1,67.2,良,黄色,无预警
深圳,2026-03-29,67.1,67.2,良,黄色,无预警
深圳,2026-03-30,67.1,67.2,良,黄色,无预警
深圳,2026-03-31,67.1,67.2,良,黄色,无预警
清远,2026-03-25,66.2,66.4,良,黄色,无预警
清远,2026-03-26,66.2,66.3,良,黄色,无预警
清远,2026-03-27,66.2,66.3,良,黄色,无预警
清远,2026-03-28,66.2,66.3,良,黄色,无预警
清远,2026-03-29,66.2,66.3,良,黄色,无预警
清远,2026-03-30,66.2,66.3,良,黄色,无预警
清远,2026-03-31,66.2,66.3,良,黄色,无预警
温州,2026-03-25,63.9,64.0,良,黄色,无预警
温州,2026-03-26,63.9,64.0,良,黄色,无预警
温州,2026-03-27,63.9,64.0,良,黄色,无预警
温州,2026-03-28,63.9,64.0,良,黄色,无预警
温州,2026-03-29,63.9,64.0,良,黄色,无预警
温州,2026-03-30,63.9,64.0,良,黄色,无预警
温州,2026-03-31,63.9,64.0,良,黄色,无预警
渭南,2026-03-25,58.2,58.3,良,黄色,无预警
渭南,2026-03-26,58.2,58.3,良,黄色,无预警
渭南,2026-03-27,58.2,58.3,良,黄色,无预警
渭南,2026-03-28,58.2,58.3,良,黄色,无预警
渭南,2026-03-29,58.2,58.3,良,黄色,无预警
渭南,2026-03-30,58.2,58.3,良,黄色,无预警
渭南,2026-03-31,58.2,58.3,良,黄色,无预警
湖州,2026-03-25,60.2,60.3,良,黄色,无预警
湖州,2026-03-26,60.2,60.3,良,黄色,无预警
湖州,2026-03-27,60.2,60.3,良,黄色,无预警
湖州,2026-03-28,60.2,60.3,良,黄色,无预警
湖州,2026-03-29,60.2,60.3,良,黄色,无预警
湖州,2026-03-30,60.2,60.3,良,黄色,无预警
湖州,2026-03-31,60.2,60.3,良,黄色,无预警
湘潭,2026-03-25,62.3,62.4,良,黄色,无预警
湘潭,2026-03-26,62.3,62.4,良,黄色,无预警
湘潭,2026-03-27,62.3,62.4,良,黄色,无预警
湘潭,2026-03-28,62.3,62.4,良,黄色,无预警
湘潭,2026-03-29,62.3,62.4,良,黄色,无预警
湘潭,2026-03-30,62.3,62.4,良,黄色,无预警
湘潭,2026-03-31,62.3,62.4,良,黄色,无预警
湘西土家族苗族自治州,2026-03-25,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-26,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-27,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-28,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-29,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-30,62.5,62.5,良,黄色,无预警
湘西土家族苗族自治州,2026-03-31,62.5,62.5,良,黄色,无预警
湛江,2026-03-25,67.5,67.5,良,黄色,无预警
湛江,2026-03-26,67.5,67.5,良,黄色,无预警
湛江,2026-03-27,67.5,67.5,良,黄色,无预警
湛江,2026-03-28,67.5,67.5,良,黄色,无预警
湛江,2026-03-29,67.5,67.5,良,黄色,无预警
湛江,2026-03-30,67.5,67.5,良,黄色,无预警
湛江,2026-03-31,67.5,67.5,良,黄色,无预警
滁州,2026-03-25,59.2,59.2,良,黄色,无预警
滁州,2026-03-26,59.2,59.2,良,黄色,无预警
滁州,2026-03-27,59.2,59.2,良,黄色,无预警
滁州,2026-03-28,59.2,59.2,良,黄色,无预警
滁州,2026-03-29,59.2,59.2,良,黄色,无预警
滁州,2026-03-30,59.2,59.2,良,黄色,无预警
滁州,2026-03-31,59.2,59.2,良,黄色,无预警
滨州,2026-03-25,54.9,55.0,良,黄色,无预警
滨州,2026-03-26,54.9,55.0,良,黄色,无预警
滨州,2026-03-27,54.9,55.0,良,黄色,无预警
滨州,2026-03-28,54.9,55.0,良,黄色,无预警
滨州,2026-03-29,54.9,55.0,良,黄色,无预警
滨州,2026-03-30,54.9,55.0,良,黄色,无预警
滨州,2026-03-31,54.9,55.0,良,黄色,无预警
漯河,2026-03-25,57.2,57.3,良,黄色,无预警
漯河,2026-03-26,57.2,57.3,良,黄色,无预警
漯河,2026-03-27,57.2,57.3,良,黄色,无预警
漯河,2026-03-28,57.2,57.3,良,黄色,无预警
漯河,2026-03-29,57.2,57.3,良,黄色,无预警
漯河,2026-03-30,57.2,57.3,良,黄色,无预警
漯河,2026-03-31,57.2,57.3,良,黄色,无预警
漳州,2026-03-25,63.8,63.8,良,黄色,无预警
漳州,2026-03-26,63.8,63.8,良,黄色,无预警
漳州,2026-03-27,63.8,63.8,良,黄色,无预警
漳州,2026-03-28,63.8,63.8,良,黄色,无预警
漳州,2026-03-29,63.8,63.8,良,黄色,无预警
漳州,2026-03-30,63.8,63.8,良,黄色,无预警
漳州,2026-03-31,63.8,63.8,良,黄色,无预警
潍坊,2026-03-25,55.4,55.5,良,黄色,无预警
潍坊,2026-03-26,55.4,55.5,良,黄色,无预警
潍坊,2026-03-27,55.4,55.5,良,黄色,无预警
潍坊,2026-03-28,55.4,55.5,良,黄色,无预警
潍坊,2026-03-29,55.4,55.5,良,黄色,无预警
潍坊,2026-03-30,55.4,55.5,良,黄色,无预警
潍坊,2026-03-31,55.4,55.5,良,黄色,无预警
潮州,2026-03-25,65.7,65.7,良,黄色,无预警
潮州,2026-03-26,65.7,65.7,良,黄色,无预警
潮州,2026-03-27,65.7,65.7,良,黄色,无预警
潮州,2026-03-28,65.7,65.7,良,黄色,无预警
潮州,2026-03-29,65.7,65.7,良,黄色,无预警
潮州,2026-03-30,65.7,65.7,良,黄色,无预警
潮州,2026-03-31,65.7,65.7,良,黄色,无预警
濮阳,2026-03-25,57.1,57.2,良,黄色,无预警
濮阳,2026-03-26,57.1,57.2,良,黄色,无预警
濮阳,2026-03-27,57.1,57.2,良,黄色,无预警
濮阳,2026-03-28,57.1,57.2,良,黄色,无预警
濮阳,2026-03-29,57.1,57.2,良,黄色,无预警
濮阳,2026-03-30,57.1,57.2,良,黄色,无预警
濮阳,2026-03-31,57.1,57.2,良,黄色,无预警
烟台,2026-03-25,55.9,55.9,良,黄色,无预警
烟台,2026-03-26,55.9,55.9,良,黄色,无预警
烟台,2026-03-27,55.9,55.9,良,黄色,无预警
烟台,2026-03-28,55.9,55.9,良,黄色,无预警
烟台,2026-03-29,55.9,55.9,良,黄色,无预警
烟台,2026-03-30,55.9,55.9,良,黄色,无预警
烟台,2026-03-31,55.9,55.9,良,黄色,无预警
焦作,2026-03-25,57.9,57.9,良,黄色,无预警
焦作,2026-03-26,57.9,57.9,良,黄色,无预警
焦作,2026-03-27,57.9,57.9,良,黄色,无预警
焦作,2026-03-28,57.9,57.9,良,黄色,无预警
焦作,2026-03-29,57.9,57.9,良,黄色,无预警
焦作,2026-03-30,57.9,57.9,良,黄色,无预警
焦作,2026-03-31,57.9,57.9,良,黄色,无预警
牡丹江,2026-03-25,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-26,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-27,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-28,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-29,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-30,47.9,48.0,优,绿色,无预警
牡丹江,2026-03-31,47.9,48.0,优,绿色,无预警
玉林,2026-03-25,66.9,67.2,良,黄色,无预警
玉林,2026-03-26,66.9,67.0,良,黄色,无预警
玉林,2026-03-27,66.9,67.0,良,黄色,无预警
玉林,2026-03-28,66.9,67.0,良,黄色,无预警
玉林,2026-03-29,66.9,67.0,良,黄色,无预警
玉林,2026-03-30,66.9,67.0,良,黄色,无预警
玉林,2026-03-31,66.9,67.0,良,黄色,无预警
玉树藏族自治州,2026-03-25,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-26,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-27,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-28,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-29,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-30,58.5,58.6,良,黄色,无预警
玉树藏族自治州,2026-03-31,58.5,58.6,良,黄色,无预警
玉溪,2026-03-25,65.6,65.6,良,黄色,无预警
玉溪,2026-03-26,65.6,65.6,良,黄色,无预警
玉溪,2026-03-27,65.6,65.6,良,黄色,无预警
玉溪,2026-03-28,65.6,65.6,良,黄色,无预警
玉溪,2026-03-29,65.6,65.6,良,黄色,无预警
玉溪,2026-03-30,65.6,65.6,良,黄色,无预警
玉溪,2026-03-31,65.6,65.6,良,黄色,无预警
珠海,2026-03-25,65.9,66.0,良,黄色,无预警
珠海,2026-03-26,65.9,65.9,良,黄色,无预警
珠海,2026-03-27,65.9,65.9,良,黄色,无预警
珠海,2026-03-28,65.9,65.9,良,黄色,无预警
珠海,2026-03-29,65.9,65.9,良,黄色,无预警
珠海,2026-03-30,65.9,65.9,良,黄色,无预警
珠海,2026-03-31,65.9,65.9,良,黄色,无预警
甘南藏族自治州,2026-03-25,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-26,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-27,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-28,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-29,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-30,57.9,57.9,良,黄色,无预警
甘南藏族自治州,2026-03-31,57.9,57.9,良,黄色,无预警
甘孜藏族自治州,2026-03-25,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-26,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-27,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-28,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-29,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-30,58.3,58.3,良,黄色,无预警
甘孜藏族自治州,2026-03-31,58.3,58.3,良,黄色,无预警
白城,2026-03-25,47.5,47.6,优,绿色,无预警
白城,2026-03-26,47.5,47.6,优,绿色,无预警
白城,2026-03-27,47.5,47.6,优,绿色,无预警
白城,2026-03-28,47.5,47.6,优,绿色,无预警
白城,2026-03-29,47.5,47.6,优,绿色,无预警
白城,2026-03-30,47.5,47.6,优,绿色,无预警
白城,2026-03-31,47.5,47.6,优,绿色,无预警
白山,2026-03-25,51.9,51.9,良,黄色,无预警
白山,2026-03-26,51.8,51.9,良,黄色,无预警
白山,2026-03-27,51.8,51.9,良,黄色,无预警
白山,2026-03-28,51.8,51.9,良,黄色,无预警
白山,2026-03-29,51.8,51.9,良,黄色,无预警
白山,2026-03-30,51.8,51.9,良,黄色,无预警
白山,2026-03-31,51.8,51.9,良,黄色,无预警
白银,2026-03-25,56.0,56.1,良,黄色,无预警
白银,2026-03-26,56.0,56.1,良,黄色,无预警
白银,2026-03-27,56.0,56.1,良,黄色,无预警
白银,2026-03-28,56.0,56.1,良,黄色,无预警
白银,2026-03-29,56.0,56.1,良,黄色,无预警
白银,2026-03-30,56.0,56.1,良,黄色,无预警
白银,2026-03-31,56.0,56.1,良,黄色,无预警
百色,2026-03-25,66.0,66.1,良,黄色,无预警
百色,2026-03-26,66.0,66.1,良,黄色,无预警
百色,2026-03-27,66.0,66.1,良,黄色,无预警
百色,2026-03-28,66.0,66.1,良,黄色,无预警
百色,2026-03-29,66.0,66.1,良,黄色,无预警
百色,2026-03-30,66.0,66.1,良,黄色,无预警
百色,2026-03-31,66.0,66.1,良,黄色,无预警
益阳,2026-03-25,61.5,61.5,良,黄色,无预警
益阳,2026-03-26,61.5,61.5,良,黄色,无预警
益阳,2026-03-27,61.5,61.5,良,黄色,无预警
益阳,2026-03-28,61.5,61.5,良,黄色,无预警
益阳,2026-03-29,61.5,61.5,良,黄色,无预警
益阳,2026-03-30,61.5,61.5,良,黄色,无预警
益阳,2026-03-31,61.5,61.5,良,黄色,无预警
盐城,2026-03-25,56.4,56.4,良,黄色,无预警
盐城,2026-03-26,56.4,56.4,良,黄色,无预警
盐城,2026-03-27,56.4,56.4,良,黄色,无预警
盐城,2026-03-28,56.4,56.4,良,黄色,无预警
盐城,2026-03-29,56.4,56.4,良,黄色,无预警
盐城,2026-03-30,56.4,56.4,良,黄色,无预警
盐城,2026-03-31,56.4,56.4,良,黄色,无预警
盘锦,2026-03-25,51.9,52.0,良,黄色,无预警
盘锦,2026-03-26,51.9,52.0,良,黄色,无预警
盘锦,2026-03-27,51.9,52.0,良,黄色,无预警
盘锦,2026-03-28,51.9,52.0,良,黄色,无预警
盘锦,2026-03-29,51.9,52.0,良,黄色,无预警
盘锦,2026-03-30,51.9,52.0,良,黄色,无预警
盘锦,2026-03-31,51.9,52.0,良,黄色,无预警
眉山,2026-03-25,60.4,60.5,良,黄色,无预警
眉山,2026-03-26,60.4,60.5,良,黄色,无预警
眉山,2026-03-27,60.4,60.5,良,黄色,无预警
眉山,2026-03-28,60.4,60.5,良,黄色,无预警
眉山,2026-03-29,60.4,60.5,良,黄色,无预警
眉山,2026-03-30,60.4,60.5,良,黄色,无预警
眉山,2026-03-31,60.4,60.5,良,黄色,无预警
石嘴山,2026-03-25,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-26,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-27,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-28,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-29,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-30,54.3,54.4,良,黄色,无预警
石嘴山,2026-03-31,54.3,54.4,良,黄色,无预警
石家庄,2026-03-25,53.5,53.6,良,黄色,无预警
石家庄,2026-03-26,53.5,53.6,良,黄色,无预警
石家庄,2026-03-27,53.5,53.6,良,黄色,无预警
石家庄,2026-03-28,53.5,53.6,良,黄色,无预警
石家庄,2026-03-29,53.5,53.6,良,黄色,无预警
石家庄,2026-03-30,53.5,53.6,良,黄色,无预警
石家庄,2026-03-31,53.5,53.6,良,黄色,无预警
石河子,2026-03-25,49.5,49.5,优,绿色,无预警
石河子,2026-03-26,49.5,49.5,优,绿色,无预警
石河子,2026-03-27,49.5,49.5,优,绿色,无预警
石河子,2026-03-28,49.5,49.5,优,绿色,无预警
石河子,2026-03-29,49.5,49.5,优,绿色,无预警
石河子,2026-03-30,49.5,49.5,优,绿色,无预警
石河子,2026-03-31,49.5,49.5,优,绿色,无预警
福州,2026-03-25,63.9,63.9,良,黄色,无预警
福州,2026-03-26,63.9,63.9,良,黄色,无预警
福州,2026-03-27,63.9,63.9,良,黄色,无预警
福州,2026-03-28,63.9,63.9,良,黄色,无预警
福州,2026-03-29,63.9,63.9,良,黄色,无预警
福州,2026-03-30,63.9,63.9,良,黄色,无预警
福州,2026-03-31,63.9,63.9,良,黄色,无预警
秦皇岛,2026-03-25,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-26,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-27,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-28,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-29,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-30,52.2,52.3,良,黄色,无预警
秦皇岛,2026-03-31,52.2,52.3,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-25,67.0,67.2,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-26,67.0,67.1,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-27,67.0,67.1,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-28,67.0,67.1,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-29,67.0,67.1,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-30,67.0,67.1,良,黄色,无预警
红河哈尼族彝族自治州,2026-03-31,67.0,67.1,良,黄色,无预警
绍兴,2026-03-25,59.5,59.6,良,黄色,无预警
绍兴,2026-03-26,59.5,59.6,良,黄色,无预警
绍兴,2026-03-27,59.5,59.6,良,黄色,无预警
绍兴,2026-03-28,59.5,59.6,良,黄色,无预警
绍兴,2026-03-29,59.5,59.6,良,黄色,无预警
绍兴,2026-03-30,59.5,59.6,良,黄色,无预警
绍兴,2026-03-31,59.5,59.6,良,黄色,无预警
绥化,2026-03-25,48.1,48.2,优,绿色,无预警
绥化,2026-03-26,48.1,48.2,优,绿色,无预警
绥化,2026-03-27,48.1,48.2,优,绿色,无预警
绥化,2026-03-28,48.1,48.2,优,绿色,无预警
绥化,2026-03-29,48.1,48.2,优,绿色,无预警
绥化,2026-03-30,48.1,48.2,优,绿色,无预警
绥化,2026-03-31,48.1,48.2,优,绿色,无预警
绵阳,2026-03-25,59.3,59.4,良,黄色,无预警
绵阳,2026-03-26,59.3,59.4,良,黄色,无预警
绵阳,2026-03-27,59.3,59.4,良,黄色,无预警
绵阳,2026-03-28,59.3,59.4,良,黄色,无预警
绵阳,2026-03-29,59.3,59.4,良,黄色,无预警
绵阳,2026-03-30,59.3,59.4,良,黄色,无预警
绵阳,2026-03-31,59.3,59.4,良,黄色,无预警
聊城,2026-03-25,56.0,56.1,良,黄色,无预警
聊城,2026-03-26,56.0,56.1,良,黄色,无预警
聊城,2026-03-27,56.0,56.1,良,黄色,无预警
聊城,2026-03-28,56.0,56.1,良,黄色,无预警
聊城,2026-03-29,56.0,56.1,良,黄色,无预警
聊城,2026-03-30,56.0,56.1,良,黄色,无预警
聊城,2026-03-31,56.0,56.1,良,黄色,无预警
肇庆,2026-03-25,65.8,65.9,良,黄色,无预警
肇庆,2026-03-26,65.8,65.9,良,黄色,无预警
肇庆,2026-03-27,65.8,65.9,良,黄色,无预警
肇庆,2026-03-28,65.8,65.9,良,黄色,无预警
肇庆,2026-03-29,65.8,65.9,良,黄色,无预警
肇庆,2026-03-30,65.8,65.9,良,黄色,无预警
肇庆,2026-03-31,65.8,65.9,良,黄色,无预警
自贡,2026-03-25,60.6,60.7,良,黄色,无预警
自贡,2026-03-26,60.6,60.7,良,黄色,无预警
自贡,2026-03-27,60.6,60.7,良,黄色,无预警
自贡,2026-03-28,60.6,60.7,良,黄色,无预警
自贡,2026-03-29,60.6,60.7,良,黄色,无预警
自贡,2026-03-30,60.6,60.7,良,黄色,无预警
自贡,2026-03-31,60.6,60.7,良,黄色,无预警
舟山,2026-03-25,60.4,60.5,良,黄色,无预警
舟山,2026-03-26,60.4,60.5,良,黄色,无预警
舟山,2026-03-27,60.4,60.5,良,黄色,无预警
舟山,2026-03-28,60.4,60.5,良,黄色,无预警
舟山,2026-03-29,60.4,60.5,良,黄色,无预警
舟山,2026-03-30,60.4,60.5,良,黄色,无预警
舟山,2026-03-31,60.4,60.5,良,黄色,无预警
芜湖,2026-03-25,59.0,59.1,良,黄色,无预警
芜湖,2026-03-26,59.0,59.1,良,黄色,无预警
芜湖,2026-03-27,59.0,59.1,良,黄色,无预警
芜湖,2026-03-28,59.0,59.1,良,黄色,无预警
芜湖,2026-03-29,59.0,59.1,良,黄色,无预警
芜湖,2026-03-30,59.0,59.1,良,黄色,无预警
芜湖,2026-03-31,59.0,59.1,良,黄色,无预警
苏州,2026-03-25,59.1,59.2,良,黄色,无预警
苏州,2026-03-26,59.1,59.2,良,黄色,无预警
苏州,2026-03-27,59.1,59.2,良,黄色,无预警
苏州,2026-03-28,59.1,59.2,良,黄色,无预警
苏州,2026-03-29,59.1,59.2,良,黄色,无预警
苏州,2026-03-30,59.1,59.2,良,黄色,无预警
苏州,2026-03-31,59.1,59.2,良,黄色,无预警
茂名,2026-03-25,67.9,68.0,良,黄色,无预警
茂名,2026-03-26,67.9,67.9,良,黄色,无预警
茂名,2026-03-27,67.9,67.9,良,黄色,无预警
茂名,2026-03-28,67.9,67.9,良,黄色,无预警
茂名,2026-03-29,67.9,67.9,良,黄色,无预警
茂名,2026-03-30,67.9,67.9,良,黄色,无预警
茂名,2026-03-31,67.9,67.9,良,黄色,无预警
荆州,2026-03-25,61.3,61.3,良,黄色,无预警
荆州,2026-03-26,61.3,61.3,良,黄色,无预警
荆州,2026-03-27,61.3,61.3,良,黄色,无预警
荆州,2026-03-28,61.3,61.3,良,黄色,无预警
荆州,2026-03-29,61.3,61.3,良,黄色,无预警
荆州,2026-03-30,61.3,61.3,良,黄色,无预警
荆州,2026-03-31,61.3,61.3,良,黄色,无预警
荆门,2026-03-25,60.2,60.3,良,黄色,无预警
荆门,2026-03-26,60.2,60.3,良,黄色,无预警
荆门,2026-03-27,60.2,60.3,良,黄色,无预警
荆门,2026-03-28,60.2,60.3,良,黄色,无预警
荆门,2026-03-29,60.2,60.3,良,黄色,无预警
荆门,2026-03-30,60.2,60.3,良,黄色,无预警
荆门,2026-03-31,60.2,60.3,良,黄色,无预警
莆田,2026-03-25,65.5,65.7,良,黄色,无预警
莆田,2026-03-26,65.5,65.6,良,黄色,无预警
莆田,2026-03-27,65.5,65.6,良,黄色,无预警
莆田,2026-03-28,65.5,65.6,良,黄色,无预警
莆田,2026-03-29,65.5,65.6,良,黄色,无预警
莆田,2026-03-30,65.5,65.6,良,黄色,无预警
莆田,2026-03-31,65.5,65.6,良,黄色,无预警
萍乡,2026-03-25,62.3,62.4,良,黄色,无预警
萍乡,2026-03-26,62.3,62.4,良,黄色,无预警
萍乡,2026-03-27,62.3,62.4,良,黄色,无预警
萍乡,2026-03-28,62.3,62.4,良,黄色,无预警
萍乡,2026-03-29,62.3,62.4,良,黄色,无预警
萍乡,2026-03-30,62.3,62.4,良,黄色,无预警
萍乡,2026-03-31,62.3,62.4,良,黄色,无预警
营口,2026-03-25,52.7,52.8,良,黄色,无预警
营口,2026-03-26,52.7,52.8,良,黄色,无预警
营口,2026-03-27,52.7,52.8,良,黄色,无预警
营口,2026-03-28,52.7,52.8,良,黄色,无预警
营口,2026-03-29,52.7,52.8,良,黄色,无预警
营口,2026-03-30,52.7,52.8,良,黄色,无预警
营口,2026-03-31,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-25,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-26,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-27,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-28,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-29,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-30,52.7,52.8,良,黄色,无预警
葫芦岛,2026-03-31,52.7,52.8,良,黄色,无预警
蚌埠,2026-03-25,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-26,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-27,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-28,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-29,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-30,58.7,58.7,良,黄色,无预警
蚌埠,2026-03-31,58.7,58.7,良,黄色,无预警
衡水,2026-03-25,55.0,55.1,良,黄色,无预警
衡水,2026-03-26,55.0,55.1,良,黄色,无预警
衡水,2026-03-27,55.0,55.1,良,黄色,无预警
衡水,2026-03-28,55.0,55.1,良,黄色,无预警
衡水,2026-03-29,55.0,55.1,良,黄色,无预警
衡水,2026-03-30,55.0,55.1,良,黄色,无预警
衡水,2026-03-31,55.0,55.1,良,黄色,无预警
衡阳,2026-03-25,63.7,63.8,良,黄色,无预警
衡阳,2026-03-26,63.7,63.8,良,黄色,无预警
衡阳,2026-03-27,63.7,63.8,良,黄色,无预警
衡阳,2026-03-28,63.7,63.8,良,黄色,无预警
衡阳,2026-03-29,63.7,63.8,良,黄色,无预警
衡阳,2026-03-30,63.7,63.8,良,黄色,无预警
衡阳,2026-03-31,63.7,63.8,良,黄色,无预警
衢州,2026-03-25,61.4,61.4,良,黄色,无预警
衢州,2026-03-26,61.4,61.4,良,黄色,无预警
衢州,2026-03-27,61.4,61.4,良,黄色,无预警
衢州,2026-03-28,61.4,61.4,良,黄色,无预警
衢州,2026-03-29,61.4,61.4,良,黄色,无预警
衢州,2026-03-30,61.4,61.4,良,黄色,无预警
衢州,2026-03-31,61.4,61.4,良,黄色,无预警
襄阳,2026-03-25,59.2,59.2,良,黄色,无预警
襄阳,2026-03-26,59.2,59.2,良,黄色,无预警
襄阳,2026-03-27,59.2,59.2,良,黄色,无预警
襄阳,2026-03-28,59.2,59.2,良,黄色,无预警
襄阳,2026-03-29,59.2,59.2,良,黄色,无预警
襄阳,2026-03-30,59.2,59.2,良,黄色,无预警
襄阳,2026-03-31,59.2,59.2,良,黄色,无预警
西双版纳傣族自治州,2026-03-25,67.0,67.1,良,黄色,无预警
西双版纳傣族自治州,2026-03-26,66.9,67.0,良,黄色,无预警
西双版纳傣族自治州,2026-03-27,66.9,67.0,良,黄色,无预警
西双版纳傣族自治州,2026-03-28,66.9,67.0,良,黄色,无预警
西双版纳傣族自治州,2026-03-29,66.9,67.0,良,黄色,无预警
西双版纳傣族自治州,2026-03-30,66.9,67.0,良,黄色,无预警
西双版纳傣族自治州,2026-03-31,66.9,67.0,良,黄色,无预警
西宁,2026-03-25,55.8,55.9,良,黄色,无预警
西宁,2026-03-26,55.8,55.9,良,黄色,无预警
西宁,2026-03-27,55.8,55.9,良,黄色,无预警
西宁,2026-03-28,55.8,55.9,良,黄色,无预警
西宁,2026-03-29,55.8,55.9,良,黄色,无预警
西宁,2026-03-30,55.8,55.9,良,黄色,无预警
西宁,2026-03-31,55.8,55.9,良,黄色,无预警
西安,2026-03-25,58.8,58.9,良,黄色,无预警
西安,2026-03-26,58.8,58.9,良,黄色,无预警
西安,2026-03-27,58.8,58.9,良,黄色,无预警
西安,2026-03-28,58.8,58.9,良,黄色,无预警
西安,2026-03-29,58.8,58.9,良,黄色,无预警
西安,2026-03-30,58.8,58.9,良,黄色,无预警
西安,2026-03-31,58.8,58.9,良,黄色,无预警
许昌,2026-03-25,58.2,58.3,良,黄色,无预警
许昌,2026-03-26,58.2,58.3,良,黄色,无预警
许昌,2026-03-27,58.2,58.3,良,黄色,无预警
许昌,2026-03-28,58.2,58.3,良,黄色,无预警
许昌,2026-03-29,58.2,58.3,良,黄色,无预警
许昌,2026-03-30,58.2,58.3,良,黄色,无预警
许昌,2026-03-31,58.2,58.3,良,黄色,无预警
贵港,2026-03-25,66.0,66.1,良,黄色,无预警
贵港,2026-03-26,66.0,66.1,良,黄色,无预警
贵港,2026-03-27,66.0,66.1,良,黄色,无预警
贵港,2026-03-28,66.0,66.1,良,黄色,无预警
贵港,2026-03-29,66.0,66.1,良,黄色,无预警
贵港,2026-03-30,66.0,66.1,良,黄色,无预警
贵港,2026-03-31,66.0,66.1,良,黄色,无预警
贵阳,2026-03-25,63.7,63.7,良,黄色,无预警
